DATE,p_saving_rate,target,mortgage_rate,IPI_Cement,PPI_Cement,permit,PPI_Concrete,population,new_private_house,emratio,income,new_private_hw_under,GDP,home_ow_rate,house_st,total_emp_cons,labor_percent,all_Const_Emp,monthly_supply,unemployed_rate,MSPUS
1996-03-01,6.4,81.665,7.624,123.1088,129.2,1437.0,4.958639998977875,268724.0,5481.58388495803,63.0,6560.4,814.0,7868.468,65.3,1424.0,5446.0,66.6,650.1,6.2,5.5,137000.0
1996-04-01,5.5,82.125,7.925,130.1377,132.3,1463.0,4.958639998977875,268980.0,5277.317820730511,63.0,6597.3,827.0,8032.84,65.4,1516.0,5474.0,66.7,654.9,6.0,5.6,139900.0
1996-05-01,6.5,82.602,8.07,130.1725,133.7,1457.0,4.958639998977875,269247.0,5746.233719104608,63.0,6637.3,832.0,8032.84,65.4,1504.0,5498.0,66.7,658.7,5.9,5.6,139900.0
1996-06-01,6.9,83.04899999999999,8.32,129.1709,133.8,1429.0,4.958639998977875,269527.0,5815.210390580723,63.2,6681.3,826.0,8032.84,65.4,1467.0,5534.0,66.7,663.3,6.0,5.3,139900.0
1996-07-01,6.5,83.419,8.245,128.2446,133.9,1450.0,4.958639998977875,269822.0,5894.221472962212,63.3,6681.6,824.0,8131.408,65.4,1472.0,5557.0,66.9,664.6,5.7,5.5,140000.0
1996-08-01,6.4,83.645,8.002,130.1944,134.2,1413.0,4.958639998977875,270130.0,5968.467909000184,63.3,6709.4,820.0,8131.408,65.4,1557.0,5586.0,66.7,670.6,5.0,5.1,140000.0
1996-09-01,6.4,83.70200000000001,8.23,126.8553,135.1,1392.0,4.958639998977875,270433.0,5530.423176862532,63.4,6747.4,824.0,8131.408,65.4,1475.0,5610.0,66.9,674.4,5.2,5.2,140000.0
1996-10-01,6.1,83.62899999999999,7.915,128.816,135.2,1358.0,4.958639998977875,270730.0,5594.030405118216,63.5,6768.8,821.0,8259.771,65.4,1392.0,5643.0,67.0,676.0,5.6,5.2,144100.0
1996-11-01,6.2,83.557,7.618,126.1401,135.2,1412.0,4.958639998977875,271002.0,5697.0556266558715,63.4,6802.4,829.0,8259.771,65.4,1489.0,5668.0,67.0,679.7,5.2,5.4,144100.0
1996-12-01,6.1,83.491,7.5975,124.1316,134.8,1411.0,4.958639998977875,271243.0,6062.752358162285,63.4,6836.6,814.0,8259.771,65.4,1370.0,5675.0,67.0,681.2,5.0,5.4,144100.0
1997-01-01,5.9,83.531,7.824,125.2006,135.2,1382.0,4.958639998977875,271472.0,5520.649085580948,63.4,6884.8,817.0,8362.655,65.5,1355.0,5675.0,67.0,684.6,4.7,5.3,145000.0
1997-02-01,6.0,83.59700000000001,7.65,132.4098,135.5,1445.0,4.958639998977875,271703.0,6352.193779010852,63.4,6920.9,810.0,8362.655,65.5,1486.0,5722.0,66.9,687.8,4.5,5.2,145000.0
1997-03-01,6.1,83.912,7.8975,137.0678,135.2,1436.0,4.958639998977875,271952.0,5854.6919472684085,63.6,6960.8,808.0,8362.655,65.5,1457.0,5751.0,67.1,695.3,4.1,5.2,145000.0
1997-04-01,6.2,84.321,8.1425,136.4713,137.9,1421.0,4.958639998977875,272213.0,5820.142954766242,63.7,6972.8,810.0,8518.825,65.7,1492.0,5764.0,67.1,692.3,4.7,5.1,145800.0
1997-05-01,6.5,84.86399999999999,7.944,134.0933,138.2,1414.0,4.958639998977875,272482.0,5633.23819695783,63.8,7001.3,816.0,8518.825,65.7,1442.0,5793.0,67.1,690.8,4.6,4.9,145800.0
1997-06-01,6.3,85.398,7.69,135.5394,138.9,1402.0,4.958639998977875,272767.0,5219.214112048368,63.7,7035.8,826.0,8518.825,65.7,1494.0,5793.0,67.1,690.5,4.4,5.0,145800.0
1997-07-01,5.8,85.84100000000001,7.4975,138.2605,139.1,1440.0,4.958639998977875,273074.0,5209.541432177525,63.9,7071.7,836.0,8662.823,65.8,1437.0,5817.0,67.2,693.6,4.4,4.9,145000.0
1997-08-01,5.7,86.15100000000001,7.48,138.4137,139.5,1449.0,4.959341999708705,273395.0,5301.5617890131025,63.9,7119.4,836.0,8662.823,65.8,1390.0,5846.0,67.2,695.1,4.3,4.8,145000.0
1997-09-01,5.9,86.311,7.43,143.5012,139.2,1494.0,4.959341999708705,273703.0,5839.8807310064285,63.9,7158.1,846.0,8662.823,65.8,1546.0,5874.0,67.1,695.7,4.2,4.9,145000.0
1997-10-01,5.9,86.40799999999999,7.294,143.0334,139.5,1499.0,4.959341999708705,273989.0,5613.628141394439,63.9,7205.1,858.0,8765.907,65.8,1520.0,5883.0,67.1,696.7,4.3,4.7,144200.0
1997-11-01,6.1,86.632,7.205,140.3559,139.2,1469.0,4.959341999708705,274249.0,5731.472307760862,64.1,7257.0,865.0,8765.907,65.8,1510.0,5899.0,67.2,700.0,3.9,4.6,144200.0
1997-12-01,6.1,86.848,7.095,140.801,139.3,1456.0,4.959341999708705,274499.0,5770.851236537079,64.0,7300.0,872.0,8765.907,65.8,1566.0,5938.0,67.2,703.4,4.4,4.7,144200.0
1998-01-01,7.0,87.163,6.994,143.4028,139.3,1555.0,4.959341999708705,274732.0,5224.051662274452,64.0,7368.9,886.0,8866.48,66.0,1525.0,5983.0,67.1,704.1,4.0,4.6,152200.0
1998-02-01,7.0,87.37299999999999,7.0425,139.0929,139.6,1647.0,4.9621450849358215,274943.0,5834.945159836326,64.0,7416.5,896.0,8866.48,66.0,1584.0,5997.0,67.1,704.2,3.9,4.6,152200.0
1998-03-01,7.1,87.87700000000001,7.1275,137.3363,139.8,1605.0,4.9621450849358215,275175.0,6013.095812796591,64.0,7464.0,905.0,8866.48,66.0,1567.0,5969.0,67.1,708.3,4.1,4.7,152200.0
1998-04-01,6.9,88.55799999999999,7.14,138.0548,144.0,1547.0,4.9621450849358215,275434.0,6117.459199337219,64.1,7501.7,906.0,8969.699,66.1,1540.0,6049.0,67.0,712.9,4.0,4.3,149500.0
1998-05-01,6.6,89.374,7.144,139.0633,144.3,1554.0,4.962844630259907,275700.0,5953.6052530300985,64.1,7547.0,912.0,8969.699,66.1,1536.0,6087.0,67.0,718.5,3.9,4.4,149500.0
1998-06-01,6.5,90.195,6.9975,138.7419,145.5,1551.0,4.962844630259907,275976.0,5963.512949480801,64.0,7584.4,927.0,8969.699,66.1,1641.0,6130.0,67.0,725.9,3.8,4.5,149500.0
1998-07-01,6.6,90.859,6.952,141.7337,146.1,1610.0,4.962844630259907,276266.0,6387.2896201392405,64.0,7616.9,938.0,9121.097,66.6,1698.0,6172.0,67.0,731.3,4.0,4.5,153000.0
1998-08-01,6.5,91.407,6.9225,139.1771,146.4,1654.0,4.962844630259907,276566.0,6232.130583387329,63.9,7656.2,941.0,9121.097,66.6,1614.0,6215.0,67.0,739.2,4.1,4.5,153000.0
1998-09-01,6.1,91.751,6.7225,141.3677,146.5,1577.0,4.962844630259907,276859.0,5889.277666010371,64.2,7678.1,952.0,9121.097,66.6,1582.0,6225.0,67.2,739.4,4.1,4.6,153000.0
1998-10-01,5.9,91.999,6.71,138.9738,146.4,1719.0,4.962844630259907,277140.0,5889.277666010371,64.1,7708.8,972.0,9293.991,66.5,1715.0,6262.0,67.2,745.3,4.0,4.5,153000.0
1998-11-01,6.0,92.197,6.865,143.228,146.5,1672.0,4.962844630259907,277402.0,6649.080948236829,64.2,7745.7,976.0,9293.991,66.5,1660.0,6301.0,67.1,748.7,3.5,4.4,153000.0
1998-12-01,5.5,92.443,6.738,149.91,146.5,1742.0,4.962844630259907,277658.0,5795.487665586955,64.3,7771.8,1003.0,9293.991,66.5,1792.0,6378.0,67.2,754.7,3.8,4.4,153000.0
1999-01-01,6.1,92.714,6.785,143.0987,147.4,1732.0,4.973279507552487,277891.0,6623.826763032209,64.4,7813.1,973.0,9411.682,66.7,1748.0,6357.0,67.2,764.5,3.9,4.3,157400.0
1999-02-01,6.0,92.981,6.8075,146.9786,147.5,1720.0,4.980176086611547,278095.0,5923.899972816843,64.2,7840.9,989.0,9411.682,66.7,1670.0,6429.0,67.2,773.9,4.0,4.4,157400.0
1999-03-01,5.6,93.611,7.04,140.1138,148.0,1665.0,4.980176086611547,278324.0,6999.334619622117,64.2,7855.9,994.0,9411.682,66.7,1710.0,6402.0,67.0,778.0,4.1,4.2,157400.0
1999-04-01,4.7,94.436,6.916,135.8202,149.1,1600.0,4.969118613893322,278584.0,6528.019130432793,64.2,7871.1,991.0,9526.21,66.7,1553.0,6480.0,67.1,783.6,3.9,4.3,158700.0
1999-05-01,4.4,95.36,7.145,133.8325,149.9,1640.0,4.9684234452869465,278859.0,6745.204022067684,64.3,7894.2,989.0,9526.21,66.7,1611.0,6516.0,67.1,792.2,4.0,4.2,158700.0
1999-06-01,4.3,96.363,7.55,133.9478,149.9,1702.0,4.970507503005476,279148.0,6872.057918489208,64.2,7925.1,981.0,9526.21,66.7,1559.0,6547.0,67.1,798.5,3.9,4.3,158700.0
1999-07-01,4.4,97.192,7.632,131.7943,149.7,1682.0,4.970507503005476,279448.0,6613.729934691173,64.2,7965.8,983.0,9686.626,66.8,1669.0,6571.0,67.1,803.7,4.0,4.3,159100.0
1999-08-01,4.3,97.897,7.9425,133.2683,149.8,1671.0,4.970507503005476,279752.0,6442.510361265273,64.2,8016.9,989.0,9686.626,66.8,1648.0,6586.0,67.0,806.1,4.0,4.2,159100.0
1999-09-01,3.7,98.399,7.8225,131.4058,149.8,1551.0,4.970507503005476,280053.0,6846.65315450435,64.2,8041.2,983.0,9686.626,66.8,1635.0,6613.0,67.0,810.0,4.5,4.2,159100.0
1999-10-01,4.0,98.832,7.852,136.7582,149.5,1649.0,4.971201224850849,280337.0,6593.544599871839,64.3,8102.4,983.0,9900.169,66.9,1608.0,6640.0,67.0,811.5,4.2,4.1,165300.0
1999-11-01,4.1,99.149,7.7375,148.7383,149.4,1672.0,4.971201224850849,280594.0,6608.682560245146,64.4,8165.3,983.0,9900.169,66.9,1648.0,6687.0,67.1,819.6,4.3,4.1,165300.0
1999-12-01,3.7,99.543,7.912,148.3553,149.0,1683.0,4.971201224850849,280846.0,6928.007872449966,64.4,8251.2,983.0,9900.169,66.9,1708.0,6709.0,67.1,822.8,4.3,4.0,165300.0
2000-01-01,4.5,100.0,8.21,144.613,149.1,1727.0,4.971201224850849,281083.0,6497.8164076257735,64.6,8348.0,991.0,10002.179,67.1,1636.0,6752.0,67.3,832.5,4.3,4.0,165300.0
2000-02-01,4.0,100.571,8.325,143.9732,148.3,1692.0,4.974662633637438,281299.0,7019.737796368588,64.6,8408.8,998.0,10002.179,67.1,1737.0,6730.0,67.3,834.3,4.3,4.1,165300.0
2000-03-01,3.8,101.466,8.24,151.6946,148.1,1651.0,4.974662633637438,281531.0,7157.737527015287,64.6,8468.3,988.0,10002.179,67.1,1604.0,6811.0,67.3,843.2,4.3,4.0,165300.0
2000-04-01,4.3,102.541,8.1525,142.1024,148.6,1597.0,4.974662633637438,281763.0,6679.408766561854,64.7,8506.8,989.0,10247.72,67.3,1626.0,6794.0,67.3,834.0,4.4,3.8,163200.0
2000-05-01,4.3,103.702,8.515,143.7562,149.1,1543.0,5.011967739330034,281996.0,7045.256779841651,64.4,8544.5,985.0,10247.72,67.3,1575.0,6770.0,67.1,827.9,4.4,4.0,163200.0
2000-06-01,4.3,104.855,8.288,140.99,149.3,1572.0,4.9788005705762375,282247.0,6277.105944588018,64.5,8597.8,982.0,10247.72,67.3,1559.0,6778.0,67.1,826.7,4.8,4.0,163200.0
2000-07-01,4.7,105.722,8.1475,140.54,149.3,1542.0,4.9788005705762375,282504.0,6102.530385453264,64.2,8665.3,979.0,10318.165,67.5,1463.0,6794.0,66.9,828.9,4.1,4.0,168800.0
2000-08-01,4.8,106.522,8.0275,144.0,148.8,1552.0,4.9788005705762375,282769.0,6492.785072499143,64.2,8712.2,976.0,10318.165,67.5,1541.0,6796.0,66.9,822.2,4.4,4.1,168800.0
2000-09-01,4.1,107.135,7.912,142.1897,148.6,1570.0,4.9788005705762375,283033.0,6267.106392654788,64.2,8757.7,970.0,10318.165,67.5,1507.0,6807.0,66.9,818.2,4.0,3.9,168800.0
2000-10-01,4.3,107.728,7.795,143.4779,148.4,1577.0,4.9788005705762375,283285.0,6192.201445685588,64.2,8792.1,972.0,10435.744,67.5,1549.0,6814.0,66.8,813.2,4.0,3.9,172900.0
2000-11-01,4.3,108.291,7.745,137.4387,148.6,1614.0,4.9788005705762375,283523.0,6322.139369325353,64.3,8809.9,970.0,10435.744,67.5,1551.0,6817.0,66.9,805.8,4.2,3.9,172900.0
2000-12-01,4.1,108.791,7.382,130.5541,147.5,1543.0,4.978112102390695,283748.0,6232.130583387329,64.4,8844.0,969.0,10435.744,67.5,1532.0,6792.0,67.0,797.2,3.6,3.9,172900.0
2001-01-01,4.5,109.214,7.0325,139.6751,148.3,1699.0,4.978112102390695,283960.0,5909.057369970896,64.4,8940.9,986.0,10470.231,67.6,1600.0,6824.0,67.2,782.8,3.8,4.2,169800.0
2001-02-01,4.6,109.642,7.05,143.9848,148.0,1656.0,4.978112102390695,284166.0,6307.1217926590125,64.3,8975.8,987.0,10470.231,67.6,1625.0,6841.0,67.1,781.8,3.7,4.2,169800.0
2001-03-01,4.9,110.394,6.952,147.6021,147.4,1659.0,4.978112102390695,284380.0,5978.380048658994,64.3,9009.4,1001.0,10470.231,67.6,1590.0,6862.0,67.2,775.5,3.8,4.3,169800.0
2001-04-01,4.8,111.248,7.0775,152.7133,148.9,1666.0,5.003946305945459,284602.0,6497.8164076257735,64.0,9008.9,1007.0,10599.0,67.8,1649.0,6844.0,66.9,772.8,3.9,4.4,179000.0
2001-05-01,4.3,112.203,7.145,149.6911,148.8,1665.0,5.012633296758929,284834.0,6112.482198788854,63.8,9011.1,1015.0,10599.0,67.8,1605.0,6849.0,66.7,775.0,4.0,4.3,179000.0
2001-06-01,4.2,113.272,7.16,147.0751,148.6,1626.0,5.012633296758929,285076.0,6902.565955272815,63.7,9017.1,1013.0,10599.0,67.8,1636.0,6840.0,66.7,779.6,4.2,4.5,179000.0
2001-07-01,5.4,114.226,7.1275,147.7865,149.1,1598.0,5.012633296758929,285324.0,6538.0923009824155,63.7,9014.6,1017.0,10598.02,67.9,1670.0,6845.0,66.8,781.6,4.2,4.6,172500.0
2001-08-01,6.5,114.987,6.95,145.3626,149.1,1615.0,5.012633296758929,285584.0,6704.700896116621,63.2,9001.4,1011.0,10598.02,67.9,1567.0,6827.0,66.5,781.8,4.4,4.9,172500.0
2001-09-01,6.9,115.465,6.8175,143.2876,149.1,1565.0,5.012633296758929,285842.0,6382.273799015915,63.5,8975.3,1014.0,10598.02,67.9,1562.0,6813.0,66.8,782.9,4.4,5.0,172500.0
2001-10-01,2.9,115.681,6.6175,146.5655,149.4,1566.0,5.012633296758929,286086.0,6623.826763032209,63.2,8987.3,1008.0,10660.465,67.9,1540.0,6804.0,66.7,785.9,4.3,5.3,171100.0
2001-11-01,3.4,115.839,6.658,151.3362,149.1,1651.0,5.012633296758929,286315.0,6402.341335440391,63.0,8985.1,1011.0,10660.465,67.9,1602.0,6784.0,66.7,787.2,4.1,5.5,171100.0
2001-12-01,3.7,116.056,7.065,149.4688,149.0,1680.0,5.012633296758929,286533.0,7101.457077903911,62.9,8990.7,996.0,10660.465,67.9,1568.0,6785.0,66.7,789.2,3.8,5.7,171100.0
2002-01-01,5.6,116.437,6.9975,154.1368,148.8,1665.0,5.012633296758929,286739.0,6790.822401217446,62.7,9015.6,996.0,10783.5,67.9,1698.0,6775.0,66.5,785.8,4.2,5.7,188700.0
2002-02-01,5.4,116.917,6.8925,153.3106,148.4,1787.0,5.012633296758929,286935.0,6989.137041430978,63.0,9031.9,1005.0,10783.5,67.9,1829.0,6766.0,66.8,794.9,4.0,5.7,188700.0
2002-03-01,5.5,117.929,7.014,144.7966,147.9,1691.0,5.007965065540377,287131.0,6422.420197080909,62.8,9050.7,1013.0,10783.5,67.9,1642.0,6755.0,66.6,798.8,4.1,5.7,188700.0
2002-04-01,5.4,119.209,6.985,142.7707,151.8,1669.0,5.017941869278694,287343.0,6755.336655991785,62.7,9099.9,1011.0,10887.46,67.8,1592.0,6710.0,66.7,796.8,4.3,5.9,187200.0
2002-05-01,6.1,120.788,6.806,141.9094,152.2,1716.0,5.017941869278694,287571.0,7162.857891916499,62.9,9131.0,1019.0,10887.46,67.8,1764.0,6684.0,66.7,799.3,4.0,5.8,187200.0
2002-06-01,6.1,122.333,6.65,144.8674,151.9,1758.0,5.020585624949424,287808.0,6573.370378979552,62.7,9164.8,1023.0,10887.46,67.8,1717.0,6701.0,66.6,798.7,4.2,5.8,187200.0
2002-07-01,5.3,123.687,6.485,143.1601,151.9,1738.0,5.020585624949424,288051.0,6704.700896116621,62.7,9157.5,1029.0,10984.04,67.9,1655.0,6688.0,66.5,800.8,4.2,5.8,178100.0
2002-08-01,5.2,124.729,6.29,142.5233,152.7,1695.0,5.020585624949424,288303.0,7250.004641060027,62.7,9175.3,1013.0,10984.04,67.9,1633.0,6701.0,66.6,807.1,4.0,5.7,178100.0
2002-09-01,5.8,125.494,6.0925,144.0017,152.6,1803.0,5.020585624949424,288554.0,6836.49599318465,63.0,9197.1,1024.0,10984.04,67.9,1804.0,6702.0,66.7,809.4,3.9,5.7,178100.0
2002-10-01,5.6,126.137,6.1125,140.5239,152.6,1799.0,5.020585624949424,288794.0,6633.926361717575,62.7,9229.6,1026.0,11061.433,68.2,1648.0,6689.0,66.6,810.5,4.0,5.7,190100.0
2002-11-01,5.6,126.643,6.068,141.7779,152.0,1771.0,5.020585624949424,289012.0,7229.4824736909695,62.5,9258.8,1031.0,11061.433,68.2,1753.0,6713.0,66.4,826.7,4.0,5.9,190100.0
2002-12-01,5.3,127.151,6.0475,136.1994,151.0,1896.0,5.020585624949424,289214.0,6989.137041430978,62.4,9288.3,1033.0,11061.433,68.2,1788.0,6700.0,66.3,816.8,4.0,6.0,190100.0
2003-01-01,5.3,127.652,5.916,145.7576,151.0,1808.0,5.020585624949424,289412.0,6902.565955272815,62.5,9290.1,1049.0,11174.129,68.1,1853.0,6704.0,66.4,817.8,4.0,5.8,186000.0
2003-02-01,5.2,128.326,5.8425,130.6707,151.1,1854.0,5.0330488889331555,289606.0,7075.9015273460645,62.5,9296.2,1044.0,11174.129,68.1,1629.0,6667.0,66.4,817.7,4.5,5.9,186000.0
2003-03-01,4.9,129.308,5.745,139.9231,151.1,1757.0,5.04148775757902,289809.0,6821.2653424087575,62.4,9333.8,1044.0,11174.129,68.1,1726.0,6654.0,66.3,821.1,4.1,5.9,186000.0
2003-04-01,5.0,130.488,5.8125,143.4302,150.7,1803.0,5.046002437933547,290024.0,6943.281100912066,62.4,9356.4,1043.0,11312.766,68.2,1643.0,6689.0,66.4,828.9,4.1,6.0,191800.0
2003-05-01,5.3,131.839,5.484,143.716,151.1,1835.0,5.046002437933547,290250.0,7306.49447343561,62.3,9414.4,1047.0,11312.766,68.2,1751.0,6706.0,66.4,829.0,3.9,6.1,191800.0
2003-06-01,5.1,133.225,5.23,146.5043,151.2,1875.0,5.046002437933547,290484.0,6836.49599318465,62.3,9455.3,1064.0,11312.766,68.2,1867.0,6723.0,66.5,836.9,3.5,6.3,191800.0
2003-07-01,5.9,134.64700000000002,5.6325,151.803,151.0,1885.0,5.046002437933547,290726.0,7035.047186950998,62.1,9491.6,1078.0,11566.669,68.3,1897.0,6735.0,66.2,836.7,3.6,6.2,191900.0
2003-08-01,5.7,135.966,6.264,152.498,150.6,1966.0,5.046002437933547,290974.0,6477.695277508811,62.1,9538.8,1102.0,11566.669,68.3,1833.0,6760.0,66.1,840.2,3.5,6.1,191900.0
2003-09-01,4.9,137.076,6.1475,154.9852,150.2,1961.0,5.046002437933547,291222.0,7234.612033969584,62.0,9582.5,1121.0,11566.669,68.3,1939.0,6783.0,66.1,850.2,3.8,6.1,191900.0
2003-10-01,5.0,137.975,5.952,162.1132,149.6,2012.0,5.046002437933547,291463.0,7280.807496728636,62.1,9620.4,1135.0,11772.234,68.5,1967.0,6784.0,66.1,854.6,3.8,6.0,198800.0
2003-11-01,5.0,138.765,5.9325,156.7902,149.5,1918.0,5.046002437933547,291677.0,7096.344641765588,62.3,9688.2,1158.0,11772.234,68.5,2083.0,6796.0,66.1,858.5,4.1,5.8,198800.0
2003-12-01,5.0,139.627,5.876,160.271,149.4,1987.0,5.046002437933547,291868.0,7219.225318043752,62.2,9713.2,1183.0,11772.234,68.5,2057.0,6827.0,65.9,863.3,4.0,5.7,198800.0
2004-01-01,4.6,140.705,5.7125,152.7907,149.4,1952.0,5.046002437933547,292046.0,7183.345936136514,62.3,9731.8,1191.0,11923.447,68.7,1911.0,6848.0,66.1,866.4,3.8,5.7,212700.0
2004-02-01,4.6,142.029,5.635,149.9506,149.5,1966.0,5.046002437933547,292230.0,7229.4824736909695,62.3,9765.4,1197.0,11923.447,68.7,1846.0,6838.0,66.0,867.3,3.7,5.6,212700.0
2004-03-01,4.5,144.08,5.445,169.2419,150.2,2066.0,5.046002437933547,292434.0,7621.174103405521,62.2,9815.8,1219.0,11923.447,68.7,1998.0,6887.0,66.0,875.7,3.6,5.8,212700.0
2004-04-01,4.9,146.18,5.83,170.912,152.1,2070.0,5.053694783556702,292651.0,8373.261967576724,62.3,9865.8,1222.0,12112.815,69.4,2003.0,6901.0,65.9,876.2,4.0,5.6,217600.0
2004-05-01,4.8,148.335,6.27,166.8739,153.6,2150.0,5.053694783556702,292872.0,8136.871732814719,62.3,9950.0,1233.0,12112.815,69.4,1981.0,6948.0,66.0,890.8,3.8,5.6,217600.0
2004-06-01,5.4,150.518,6.2875,161.1205,153.9,2020.0,5.053694783556702,293103.0,7948.643715933878,62.4,9988.4,1229.0,12112.815,69.4,1828.0,6962.0,66.1,891.3,3.9,5.6,217600.0
2004-07-01,4.7,152.33700000000002,6.056,165.4313,154.4,2112.0,5.053694783556702,293350.0,8074.041049864327,62.5,10033.0,1247.0,12305.307,68.9,2002.0,6977.0,66.1,898.6,4.5,5.5,213500.0
2004-08-01,4.7,153.814,5.8675,165.3898,157.7,2056.0,5.053694783556702,293603.0,8231.281552525465,62.4,10078.2,1238.0,12305.307,68.9,2024.0,7003.0,66.0,903.4,4.3,5.4,213500.0
2004-09-01,4.1,155.108,5.754,164.6773,160.4,2041.0,5.053694783556702,293857.0,7631.531701672893,62.3,10110.5,1247.0,12305.307,68.9,1905.0,7029.0,65.8,910.4,4.1,5.4,213500.0
2004-10-01,3.9,156.298,5.7225,159.7799,160.4,2097.0,5.053694783556702,294104.0,7854.828487569848,62.3,10159.3,1264.0,12527.214,69.1,2072.0,7077.0,65.9,918.3,3.9,5.5,228800.0
2004-11-01,3.4,157.496,5.73,155.9717,161.4,2079.0,5.053694783556702,294337.0,7435.172546748198,62.5,10171.5,1268.0,12527.214,69.1,1782.0,7091.0,66.0,923.5,4.3,5.4,228800.0
2004-12-01,6.2,158.67,5.752,165.2899,161.5,2082.0,5.053694783556702,294561.0,8283.815919892635,62.4,10520.8,1280.0,12527.214,69.1,2042.0,7117.0,65.9,927.4,4.1,5.4,228800.0
2005-01-01,2.7,160.13,5.71,162.337,166.8,2139.0,5.056245805348308,294768.0,8131.632497292753,62.4,10247.0,1302.0,12767.286,69.2,2144.0,7095.0,65.8,932.1,4.4,5.3,232500.0
2005-02-01,2.3,161.924,5.6275,166.6182,168.8,2114.0,5.0912931971137105,294955.0,8215.532983385545,62.4,10282.7,1322.0,12767.286,69.2,2207.0,7153.0,65.9,938.0,4.3,5.4,232500.0
2005-03-01,2.5,164.576,5.928,164.584,169.0,2062.0,5.076423034634259,295149.0,7584.94246744207,62.4,10347.9,1311.0,12767.286,69.2,1864.0,7181.0,65.9,942.5,4.1,5.2,232500.0
2005-04-01,2.1,166.99900000000002,5.855,160.4395,171.8,2150.0,5.101085197018328,295359.0,8315.365367014285,62.7,10412.1,1324.0,12922.656,68.7,2061.0,7266.0,66.1,947.9,4.3,5.2,233700.0
